Date,brand,sessions,conversions,revenue,cr,aov,campaign,campaign_volume
2022-10-07,epsilon,39,0,0.0,0.001234,3235.76,no,no-campaign
2022-10-08,alpha,63,0,0.0,0.004954,417.8,no,no-campaign
2022-10-08,beta,390,3,339.82,0.017601,113.27,no,no-campaign
2022-10-08,gamma,19,0,0.0,0.002658,1130.07,no,no-campaign
2022-10-08,delta,478,19,557.88,0.036177,29.36,no,no-campaign
2022-10-08,epsilon,25,0,0.0,0.001107,2858.44,no,no-campaign
2022-10-09,alpha,60,0,0.0,0.004709,417.69,no,no-campaign
2022-10-09,beta,350,6,620.65,0.020203,103.44,no,no-campaign
2022-10-09,gamma,22,0,0.0,0.001903,1019.93,no,no-campaign
2022-10-09,delta,486,15,559.51,0.02917,37.3,no,no-campaign
2022-10-09,epsilon,29,0,0.0,0.00141,3644.0,no,no-campaign
2022-10-10,alpha,100,1,513.99,0.005199,513.99,no,no-campaign
2022-10-10,beta,270,3,359.03,0.020247,119.68,no,no-campaign
2022-10-10,gamma,33,0,0.0,0.002433,1094.47,no,no-campaign
2022-10-10,delta,626,21,672.81,0.031859,32.04,no,no-campaign
2022-10-10,epsilon,26,0,0.0,0.001073,2605.0,no,no-campaign
2022-10-11,alpha,80,1,436.79,0.004882,436.79,no,no-campaign
2022-10-11,beta,329,8,640.02,0.019243,80.0,no,no-campaign
2022-10-11,gamma,29,0,0.0,0.002528,1170.16,no,no-campaign
2022-10-11,delta,653,15,456.51,0.036388,30.43,no,no-campaign
2022-10-11,epsilon,39,0,0.0,0.000952,3381.14,no,no-campaign
2022-10-12,alpha,69,0,0.0,0.005761,448.6,no,no-campaign
2022-10-12,beta,526,11,1047.68,0.017447,95.24,no,no-campaign
2022-10-12,gamma,33,0,0.0,0.002048,1316.62,no,no-campaign
2022-10-12,delta,478,15,449.87,0.032532,29.99,no,no-campaign
2022-10-12,epsilon,28,0,0.0,0.001014,3137.26,no,no-campaign
2022-10-13,alpha,86,1,454.58,0.004299,454.58,no,no-campaign
2022-10-13,beta,433,7,733.98,0.014276,104.85,no,no-campaign
2022-10-13,gamma,17,0,0.0,0.001868,1131.9,no,no-campaign
2022-10-13,delta,490,15,504.81,0.032579,33.65,no,no-campaign
2022-10-13,epsilon,29,0,0.0,0.00141,2688.77,no,no-campaign
2022-10-14,alpha,118,0,0.0,0.005042,399.28,no,no-campaign
2022-10-14,beta,446,10,958.53,0.019326,95.85,no,no-campaign
2022-10-14,gamma,23,0,0.0,0.002001,1054.5,no,no-campaign
2022-10-14,delta,788,31,1015.3,0.035345,32.75,no,no-campaign
2022-10-14,epsilon,33,0,0.0,0.000936,3554.62,no,no-campaign
2022-10-15,alpha,61,1,382.8,0.00483,382.8,no,no-campaign
2022-10-15,beta,271,7,663.68,0.022852,94.81,no,no-campaign
2022-10-15,gamma,17,0,0.0,0.001853,1210.23,no,no-campaign
2022-10-15,delta,423,8,288.04,0.027503,36.0,no,no-campaign
2022-10-15,epsilon,25,0,0.0,0.001206,3404.06,no,no-campaign
2022-10-16,alpha,46,2,1045.01,0.004741,522.51,no,no-campaign
2022-10-16,beta,284,10,1038.64,0.017824,103.86,no,no-campaign
2022-10-16,gamma,21,0,0.0,0.001831,1314.58,no,no-campaign
2022-10-16,delta,480,18,608.94,0.039857,33.83,no,no-campaign
2022-10-16,epsilon,25,0,0.0,0.001284,3034.13,no,no-campaign
2022-10-17,alpha,122,0,0.0,0.004115,361.71,no,no-campaign
2022-10-17,beta,425,7,664.28,0.026167,94.9,no,no-campaign
2022-10-17,gamma,20,0,0.0,0.002039,1167.56,no,no-campaign
2022-10-17,delta,692,15,588.15,0.029309,39.21,no,no-campaign
2022-10-17,epsilon,39,0,0.0,0.001065,2942.3,no,no-campaign
2022-10-18,alpha,79,0,0.0,0.004629,447.27,no,no-campaign
2022-10-18,beta,394,6,566.1,0.017976,94.35,no,no-campaign
2022-10-18,gamma,28,0,0.0,0.002488,1091.8,no,no-campaign
2022-10-18,delta,673,14,488.18,0.032843,34.87,no,no-campaign
2022-10-18,epsilon,42,0,0.0,0.001298,3449.32,no,no-campaign
2022-10-19,alpha,91,0,0.0,0.004912,395.9,no,no-campaign
2022-10-19,beta,454,8,822.12,0.01415,102.76,no,no-campaign
2022-10-19,gamma,37,0,0.0,0.00198,1178.93,no,no-campaign
2022-10-19,delta,562,19,664.46,0.02992,34.97,no,no-campaign
2022-10-19,epsilon,28,0,0.0,0.001368,3524.29,no,no-campaign
2022-10-20,alpha,103,0,0.0,0.004991,321.94,no,no-campaign
2022-10-20,beta,374,6,566.65,0.017667,94.44,no,no-campaign
2022-10-20,gamma,22,0,0.0,0.002083,1146.11,no,no-campaign
2022-10-20,delta,330,9,329.3,0.034438,36.59,no,no-campaign
2022-10-20,epsilon,28,0,0.0,0.001049,3860.99,no,no-campaign
2022-10-21,alpha,97,0,0.0,0.004473,469.73,no,no-campaign
2022-10-21,beta,409,10,937.18,0.018079,93.72,no,no-campaign
2022-10-21,gamma,22,1,1247.2,0.002658,1247.2,no,no-campaign
2022-10-21,delta,625,25,872.12,0.031105,34.88,no,no-campaign
2022-10-21,epsilon,26,0,0.0,0.001117,3320.87,no,no-campaign
2022-10-22,alpha,62,0,0.0,0.005318,373.81,no,no-campaign
2022-10-22,beta,290,5,539.73,0.016156,107.95,no,no-campaign
2022-10-22,gamma,20,0,0.0,0.001945,988.11,no,no-campaign
2022-10-22,delta,647,22,696.78,0.027859,31.67,no,no-campaign
2022-10-22,epsilon,25,0,0.0,0.001441,2981.53,no,no-campaign
2022-10-23,alpha,86,0,0.0,0.005127,422.21,no,no-campaign
2022-10-23,beta,450,10,1058.83,0.017065,105.88,no,no-campaign
2022-10-23,gamma,18,0,0.0,0.001926,1131.56,no,no-campaign
2022-10-23,delta,444,13,443.08,0.037989,34.08,no,no-campaign
2022-10-23,epsilon,31,0,0.0,0.001778,3359.37,no,no-campaign
2022-10-24,alpha,99,0,0.0,0.00589,396.84,no,no-campaign
2022-10-24,beta,489,7,604.57,0.019852,86.37,no,no-campaign
2022-10-24,gamma,24,1,1164.49,0.00163,1164.49,no,no-campaign
2022-10-24,delta,606,16,637.17,0.02735,39.82,no,no-campaign
2022-10-24,epsilon,38,0,0.0,0.000971,2960.33,no,no-campaign
2022-10-25,alpha,84,0,0.0,0.005123,365.08,no,no-campaign
2022-10-25,beta,353,4,421.89,0.018065,105.47,no,no-campaign
2022-10-25,gamma,29,0,0.0,0.002472,1414.26,no,no-campaign
2022-10-25,delta,891,36,1325.87,0.03509,36.83,no,no-campaign
2022-10-25,epsilon,34,0,0.0,0.001167,3554.82,no,no-campaign
2022-10-26,alpha,81,0,0.0,0.005293,381.67,no,no-campaign
2022-10-26,beta,505,7,610.74,0.020411,87.25,no,no-campaign
2022-10-26,gamma,20,0,0.0,0.002133,1075.33,no,no-campaign
2022-10-26,delta,532,13,453.69,0.027897,34.9,no,no-campaign
2022-10-26,epsilon,49,0,0.0,0.001082,3108.3,no,no-campaign
2022-10-27,alpha,82,1,370.21,0.004603,370.21,no,no-campaign
2022-10-27,beta,530,14,1503.92,0.015754,107.42,no,no-campaign
2022-10-27,gamma,24,0,0.0,0.001921,1039.61,no,no-campaign
2022-10-27,delta,572,9,311.51,0.022826,34.61,no,no-campaign
2022-10-27,epsilon,31,0,0.0,0.001141,2395.77,no,no-campaign
2022-10-28,alpha,126,0,0.0,0.005074,449.47,no,no-campaign
2022-10-28,beta,449,5,471.73,0.016214,94.35,no,no-campaign
2022-10-28,gamma,29,0,0.0,0.002389,1086.8,no,no-campaign
2022-10-28,delta,468,9,334.58,0.02255,37.18,no,no-campaign
2022-10-28,epsilon,36,0,0.0,0.001267,3179.01,no,no-campaign
2022-10-29,alpha,61,1,442.87,0.00489,442.87,no,no-campaign
2022-10-29,beta,484,5,424.46,0.016171,84.89,no,no-campaign
2022-10-29,gamma,20,0,0.0,0.001992,1049.96,no,no-campaign
2022-10-29,delta,526,12,461.97,0.035272,38.5,no,no-campaign
2022-10-29,epsilon,29,0,0.0,0.001311,3722.25,no,no-campaign
2022-10-30,alpha,69,0,0.0,0.004727,342.6,no,no-campaign
2022-10-30,beta,353,5,486.43,0.019945,97.29,no,no-campaign
2022-10-30,gamma,14,0,0.0,0.001747,1200.61,no,no-campaign
2022-10-30,delta,500,14,452.06,0.027501,32.29,no,no-campaign
2022-10-30,epsilon,23,0,0.0,0.001272,2737.47,no,no-campaign
2022-10-31,alpha,75,1,421.13,0.004389,421.13,no,no-campaign
2022-10-31,beta,386,2,156.53,0.015218,78.27,no,no-campaign
2022-10-31,gamma,25,0,0.0,0.001859,1151.24,no,no-campaign
2022-10-31,delta,741,19,663.31,0.032501,34.91,no,no-campaign
2022-10-31,epsilon,45,0,0.0,0.001059,3444.47,no,no-campaign
2022-11-01,alpha,127,0,0.0,0.005509,424.4,no,no-campaign
2022-11-01,beta,555,8,753.06,0.01644,94.13,no,no-campaign
2022-11-01,gamma,29,0,0.0,0.002078,983.52,no,no-campaign
2022-11-01,delta,674,19,662.08,0.028679,34.85,no,no-campaign
2022-11-01,epsilon,25,0,0.0,0.001145,3664.19,no,no-campaign
2022-11-02,alpha,92,0,0.0,0.0067,452.77,no,no-campaign
2022-11-02,beta,439,9,795.38,0.016942,88.38,no,no-campaign
2022-11-02,gamma,27,0,0.0,0.002275,1018.68,no,no-campaign
2022-11-02,delta,614,19,651.18,0.026707,34.27,no,no-campaign
2022-11-02,epsilon,37,0,0.0,0.001153,2892.85,no,no-campaign
2022-11-03,alpha,77,0,0.0,0.005054,403.6,no,no-campaign
2022-11-03,beta,508,12,1281.18,0.018479,106.76,no,no-campaign
2022-11-03,gamma,40,0,0.0,0.002034,1035.36,no,no-campaign
2022-11-03,delta,608,12,464.41,0.028007,38.7,no,no-campaign
2022-11-03,epsilon,19,0,0.0,0.001106,2838.79,no,no-campaign
2022-11-04,alpha,123,0,0.0,0.004521,392.85,no,no-campaign
2022-11-04,beta,407,9,797.67,0.017987,88.63,no,no-campaign
2022-11-04,gamma,30,0,0.0,0.001952,1276.42,no,no-campaign
2022-11-04,delta,634,28,1075.35,0.035726,38.41,no,no-campaign
2022-11-04,epsilon,23,0,0.0,0.001336,2894.91,no,no-campaign
2022-11-05,alpha,87,1,419.24,0.005339,419.24,no,no-campaign
2022-11-05,beta,340,8,706.47,0.016146,88.31,no,no-campaign
2022-11-05,gamma,32,0,0.0,0.002167,1031.53,no,no-campaign
2022-11-05,delta,534,18,609.67,0.035327,33.87,no,no-campaign
2022-11-05,epsilon,17,0,0.0,0.001407,3687.52,no,no-campaign
2022-11-06,alpha,72,0,0.0,0.006017,429.3,no,no-campaign
2022-11-06,beta,381,8,736.79,0.015068,92.1,no,no-campaign
2022-11-06,gamma,23,0,0.0,0.002095,1022.67,no,no-campaign
2022-11-06,delta,458,19,607.68,0.033126,31.98,no,no-campaign
2022-11-06,epsilon,21,0,0.0,0.00132,3706.7,no,no-campaign
2022-11-07,alpha,91,1,472.74,0.004279,472.74,no,no-campaign
2022-11-07,beta,606,13,1231.64,0.021467,94.74,no,no-campaign
2022-11-07,gamma,37,0,0.0,0.002301,1191.88,no,no-campaign
2022-11-07,delta,547,21,677.11,0.033106,32.24,no,no-campaign
2022-11-07,epsilon,36,0,0.0,0.001158,3567.61,no,no-campaign
2022-11-08,alpha,86,0,0.0,0.005117,422.26,no,no-campaign
2022-11-08,beta,646,13,1146.78,0.018478,88.21,no,no-campaign
2022-11-08,gamma,33,0,0.0,0.002047,1081.2,no,no-campaign
2022-11-08,delta,445,10,354.58,0.02887,35.46,no,no-campaign
2022-11-08,epsilon,21,0,0.0,0.001091,3255.74,no,no-campaign
2022-11-09,alpha,145,1,347.56,0.00453,347.56,no,no-campaign
2022-11-09,beta,664,17,1662.12,0.019627,97.77,no,no-campaign
2022-11-09,gamma,38,0,0.0,0.001777,1201.04,no,no-campaign
2022-11-09,delta,639,27,1049.52,0.033673,38.87,no,no-campaign
2022-11-09,epsilon,28,0,0.0,0.001169,3255.52,no,no-campaign
2022-11-10,alpha,91,0,0.0,0.005696,407.28,no,no-campaign
2022-11-10,beta,570,6,581.28,0.017426,96.88,no,no-campaign
2022-11-10,gamma,27,0,0.0,0.002068,1202.09,no,no-campaign
2022-11-10,delta,460,14,462.13,0.030252,33.01,no,no-campaign
2022-11-10,epsilon,26,0,0.0,0.001253,3359.76,no,no-campaign
2022-11-11,alpha,94,0,0.0,0.005616,390.42,no,no-campaign
2022-11-11,beta,431,5,498.86,0.012786,99.77,no,no-campaign
2022-11-11,gamma,38,0,0.0,0.002204,991.36,no,no-campaign
2022-11-11,delta,646,19,848.96,0.027903,44.68,no,no-campaign
2022-11-11,epsilon,40,0,0.0,0.001277,3286.76,no,no-campaign
2022-11-12,alpha,82,0,0.0,0.004268,411.07,no,no-campaign
2022-11-12,beta,315,6,493.01,0.021041,82.17,no,no-campaign
2022-11-12,gamma,29,0,0.0,0.001585,1046.95,no,no-campaign
2022-11-12,delta,418,9,311.28,0.03058,34.59,no,no-campaign
2022-11-12,epsilon,25,0,0.0,0.001064,3054.85,no,no-campaign
2022-11-13,alpha,103,1,423.25,0.004958,423.25,no,no-campaign
2022-11-13,beta,362,4,399.82,0.018738,99.95,no,no-campaign
2022-11-13,gamma,22,0,0.0,0.001943,1028.3,no,no-campaign
2022-11-13,delta,366,12,438.06,0.027619,36.5,no,no-campaign
2022-11-13,epsilon,17,0,0.0,0.001401,3109.67,no,no-campaign
2022-11-14,alpha,131,1,401.45,0.004775,401.45,no,no-campaign
2022-11-14,beta,419,8,824.85,0.019331,103.11,no,no-campaign
2022-11-14,gamma,32,0,0.0,0.001682,1144.93,no,no-campaign
2022-11-14,delta,718,30,1052.22,0.0343,35.07,no,no-campaign
2022-11-14,epsilon,40,0,0.0,0.001082,3017.17,no,no-campaign
2022-11-15,alpha,150,0,0.0,0.006433,418.44,no,no-campaign
2022-11-15,beta,786,16,1630.81,0.021563,101.93,no,no-campaign
2022-11-15,gamma,29,0,0.0,0.00184,1060.91,no,no-campaign
2022-11-15,delta,468,14,542.59,0.028578,38.76,no,no-campaign
2022-11-15,epsilon,26,1,3223.1,0.001129,3223.1,no,no-campaign
2022-11-16,alpha,119,0,0.0,0.004441,448.24,no,no-campaign
2022-11-16,beta,353,3,271.9,0.018289,90.63,no,no-campaign
2022-11-16,gamma,27,0,0.0,0.001817,1122.16,no,no-campaign
2022-11-16,delta,573,20,780.48,0.032165,39.02,no,no-campaign
2022-11-16,epsilon,28,0,0.0,0.001102,3904.14,no,no-campaign
2022-11-17,alpha,131,1,402.09,0.006301,402.09,no,no-campaign
2022-11-17,beta,513,11,925.63,0.021926,84.15,no,no-campaign
2022-11-17,gamma,37,0,0.0,0.001941,1023.46,no,no-campaign
2022-11-17,delta,455,10,395.03,0.028672,39.5,no,no-campaign
2022-11-17,epsilon,41,0,0.0,0.001349,2581.81,no,no-campaign
2022-11-18,alpha,106,0,0.0,0.00487,383.57,no,no-campaign
2022-11-18,beta,303,3,257.16,0.017707,85.72,no,no-campaign
2022-11-18,gamma,33,0,0.0,0.001903,1259.21,no,no-campaign
2022-11-18,delta,668,21,595.51,0.034482,28.36,no,no-campaign
2022-11-18,epsilon,26,0,0.0,0.001386,3194.86,no,no-campaign
2022-11-19,alpha,86,0,0.0,0.004891,368.88,no,no-campaign
2022-11-19,beta,481,8,785.78,0.017446,98.22,no,no-campaign
2022-11-19,gamma,23,0,0.0,0.001886,1048.01,no,no-campaign
2022-11-19,delta,470,12,422.32,0.030821,35.19,no,no-campaign
2022-11-19,epsilon,26,0,0.0,0.001222,3362.03,no,no-campaign
2022-11-20,alpha,106,1,423.43,0.004498,423.43,no,no-campaign
2022-11-20,beta,383,8,827.65,0.017234,103.46,no,no-campaign
2022-11-20,gamma,26,0,0.0,0.002248,1052.37,no,no-campaign
2022-11-20,delta,311,8,234.2,0.030859,29.27,no,no-campaign
2022-11-20,epsilon,20,0,0.0,0.001299,3157.84,no,no-campaign
2022-11-21,alpha,118,3,1397.84,0.006861,465.95,no,no-campaign
2022-11-21,beta,657,11,983.05,0.013502,89.37,no,no-campaign
2022-11-21,gamma,24,0,0.0,0.001717,1015.43,no,no-campaign
2022-11-21,delta,551,19,599.16,0.030263,31.53,no,no-campaign
2022-11-21,epsilon,27,1,3142.2,0.001181,3142.2,no,no-campaign
2022-11-22,alpha,121,0,0.0,0.005289,429.84,no,no-campaign
2022-11-22,beta,507,7,682.04,0.019309,97.43,no,no-campaign
2022-11-22,gamma,46,0,0.0,0.001854,1029.67,no,no-campaign
2022-11-22,delta,562,15,543.68,0.024815,36.25,no,no-campaign
2022-11-22,epsilon,33,0,0.0,0.00108,3350.83,no,no-campaign
2022-11-23,alpha,102,0,0.0,0.004166,456.51,no,no-campaign
2022-11-23,beta,473,11,1064.3,0.015757,96.75,no,no-campaign
2022-11-23,gamma,27,0,0.0,0.001941,1190.26,no,no-campaign
2022-11-23,delta,571,17,658.17,0.028352,38.72,no,no-campaign
2022-11-23,epsilon,32,1,2390.29,0.001164,2390.29,no,no-campaign
2022-11-24,alpha,118,2,745.49,0.005032,372.74,no,no-campaign
2022-11-24,beta,423,13,1200.62,0.01995,92.36,no,no-campaign
2022-11-24,gamma,30,0,0.0,0.001825,1052.09,no,no-campaign
2022-11-24,delta,603,12,381.18,0.02488,31.76,no,no-campaign
2022-11-24,epsilon,30,0,0.0,0.001129,3269.83,no,no-campaign
2022-11-25,alpha,93,0,0.0,0.005153,510.46,no,no-campaign
2022-11-25,beta,436,6,593.53,0.019216,98.92,no,no-campaign
2022-11-25,gamma,39,0,0.0,0.001985,970.78,no,no-campaign
2022-11-25,delta,483,13,431.9,0.023473,33.22,no,no-campaign
2022-11-25,epsilon,35,0,0.0,0.001066,3700.91,no,no-campaign
2022-11-26,alpha,75,0,0.0,0.004109,409.95,no,no-campaign
2022-11-26,beta,407,11,1416.21,0.017157,128.75,no,no-campaign
2022-11-26,gamma,28,0,0.0,0.001879,1283.98,no,no-campaign
2022-11-26,delta,431,14,436.44,0.027756,31.17,no,no-campaign
2022-11-26,epsilon,20,0,0.0,0.001225,3373.63,no,no-campaign
2022-11-27,alpha,76,0,0.0,0.004772,379.6,no,no-campaign
2022-11-27,beta,407,1,101.51,0.014767,101.51,no,no-campaign
2022-11-27,gamma,28,0,0.0,0.001854,959.32,no,no-campaign
2022-11-27,delta,272,9,342.94,0.026595,38.1,no,no-campaign
2022-11-27,epsilon,30,0,0.0,0.001256,3146.53,no,no-campaign
2022-11-28,alpha,142,0,0.0,0.005283,479.31,no,no-campaign
2022-11-28,beta,619,10,835.71,0.019809,83.57,no,no-campaign
2022-11-28,gamma,46,0,0.0,0.001795,1402.36,no,no-campaign
2022-11-28,delta,736,23,825.98,0.032569,35.91,no,no-campaign
2022-11-28,epsilon,30,0,0.0,0.001142,3419.82,no,no-campaign
2022-11-29,alpha,82,1,494.2,0.004266,494.2,no,no-campaign
2022-11-29,beta,716,17,1580.01,0.017658,92.94,no,no-campaign
2022-11-29,gamma,34,0,0.0,0.002179,1207.0,no,no-campaign
2022-11-29,delta,608,27,923.16,0.032721,34.19,no,no-campaign
2022-11-29,epsilon,28,0,0.0,0.001388,3195.77,no,no-campaign
2022-11-30,alpha,117,0,0.0,0.003938,432.75,no,no-campaign
2022-11-30,beta,514,10,982.73,0.01821,98.27,no,no-campaign
2022-11-30,gamma,29,0,0.0,0.002164,1125.74,no,no-campaign
2022-11-30,delta,600,21,760.15,0.026109,36.2,no,no-campaign
2022-11-30,epsilon,31,0,0.0,0.001118,3321.03,no,no-campaign
2022-12-01,alpha,134,0,0.0,0.003731,413.09,no,no-campaign
2022-12-01,beta,523,11,912.37,0.019878,82.94,no,no-campaign
2022-12-01,gamma,56,0,0.0,0.002307,1021.01,no,no-campaign
2022-12-01,delta,580,17,588.76,0.03146,34.63,no,no-campaign
2022-12-01,epsilon,21,0,0.0,0.001336,3477.89,no,no-campaign
2022-12-02,alpha,139,2,853.88,0.005273,426.94,no,no-campaign
2022-12-02,beta,637,11,1180.25,0.017638,107.3,no,no-campaign
2022-12-02,gamma,24,0,0.0,0.001855,1095.96,no,no-campaign
2022-12-02,delta,784,16,602.73,0.02559,37.67,no,no-campaign
2022-12-02,epsilon,21,0,0.0,0.001266,3294.87,no,no-campaign
2022-12-03,alpha,92,0,0.0,0.004505,443.84,no,no-campaign
2022-12-03,beta,431,6,661.87,0.017086,110.31,no,no-campaign
2022-12-03,gamma,29,0,0.0,0.002047,1097.61,no,no-campaign
2022-12-03,delta,447,11,369.09,0.02615,33.55,no,no-campaign
2022-12-03,epsilon,27,0,0.0,0.001394,3845.32,no,no-campaign
2022-12-04,alpha,105,3,1312.54,0.00405,437.51,no,no-campaign
2022-12-04,beta,347,7,602.25,0.0167,86.04,no,no-campaign
2022-12-04,gamma,30,0,0.0,0.002252,1062.91,no,no-campaign
2022-12-04,delta,287,10,371.07,0.035036,37.11,no,no-campaign
2022-12-04,epsilon,16,0,0.0,0.001135,3079.93,no,no-campaign
2022-12-05,alpha,138,2,1025.25,0.004151,512.62,no,no-campaign
2022-12-05,beta,447,9,833.84,0.017909,92.65,no,no-campaign
2022-12-05,gamma,49,0,0.0,0.001832,1169.93,no,no-campaign
2022-12-05,delta,478,11,423.7,0.024231,38.52,no,no-campaign
2022-12-05,epsilon,36,0,0.0,0.001163,2828.18,no,no-campaign
2022-12-06,alpha,127,0,0.0,0.00549,445.68,no,no-campaign
2022-12-06,beta,570,13,1261.72,0.019308,97.06,no,no-campaign
2022-12-06,gamma,40,0,0.0,0.001789,1235.24,no,no-campaign
2022-12-06,delta,645,16,552.14,0.028181,34.51,no,no-campaign
2022-12-06,epsilon,25,0,0.0,0.00139,3004.01,no,no-campaign
2022-12-07,alpha,154,1,387.95,0.00474,387.95,no,no-campaign
2022-12-07,beta,418,9,911.41,0.020954,101.27,no,no-campaign
2022-12-07,gamma,35,0,0.0,0.00252,1108.08,no,no-campaign
2022-12-07,delta,631,15,485.15,0.028881,32.34,no,no-campaign
2022-12-07,epsilon,25,0,0.0,0.00127,3289.13,no,no-campaign
2022-12-08,alpha,148,1,466.34,0.004944,466.34,no,no-campaign
2022-12-08,beta,641,13,999.17,0.018456,76.86,no,no-campaign
2022-12-08,gamma,35,0,0.0,0.00211,942.05,no,no-campaign
2022-12-08,delta,533,13,478.01,0.028971,36.77,no,no-campaign
2022-12-08,epsilon,25,0,0.0,0.001081,3203.92,no,no-campaign
2022-12-09,alpha,90,0,0.0,0.005265,426.63,no,no-campaign
2022-12-09,beta,510,8,742.85,0.019055,92.86,no,no-campaign
2022-12-09,gamma,52,0,0.0,0.002033,1090.54,no,no-campaign
2022-12-09,delta,517,13,394.72,0.03495,30.36,no,no-campaign
2022-12-09,epsilon,24,0,0.0,0.001156,3243.83,no,no-campaign
2022-12-10,alpha,72,0,0.0,0.005382,465.29,no,no-campaign
2022-12-10,beta,380,1,105.32,0.013344,105.32,no,no-campaign
2022-12-10,gamma,27,0,0.0,0.001746,1158.56,no,no-campaign
2022-12-10,delta,407,13,397.64,0.026678,30.59,no,no-campaign
2022-12-10,epsilon,22,0,0.0,0.001091,3405.88,no,no-campaign
2022-12-11,alpha,131,1,375.99,0.004046,375.99,no,no-campaign
2022-12-11,beta,369,5,466.82,0.018107,93.36,no,no-campaign
2022-12-11,gamma,23,0,0.0,0.002177,1072.34,no,no-campaign
2022-12-11,delta,462,14,498.22,0.034412,35.59,no,no-campaign
2022-12-11,epsilon,12,0,0.0,0.001169,3271.9,no,no-campaign
2022-12-12,alpha,110,1,375.69,0.004741,375.69,no,no-campaign
2022-12-12,beta,706,17,1721.0,0.019906,101.24,no,no-campaign
2022-12-12,gamma,36,0,0.0,0.002476,1165.23,no,no-campaign
2022-12-12,delta,505,6,192.24,0.03326,32.04,no,no-campaign
2022-12-12,epsilon,23,0,0.0,0.001257,3438.45,no,no-campaign
2022-12-13,alpha,162,0,0.0,0.005212,463.34,no,no-campaign
2022-12-13,beta,564,8,791.1,0.018454,98.89,no,no-campaign
2022-12-13,gamma,30,0,0.0,0.002025,945.02,no,no-campaign
2022-12-13,delta,622,25,912.88,0.030539,36.52,no,no-campaign
2022-12-13,epsilon,27,0,0.0,0.000919,3266.09,no,no-campaign
2022-12-14,alpha,130,0,0.0,0.005316,427.7,no,no-campaign
2022-12-14,beta,549,11,803.3,0.018342,73.03,no,no-campaign
2022-12-14,gamma,28,0,0.0,0.00233,1088.34,no,no-campaign
2022-12-14,delta,679,20,614.74,0.027957,30.74,no,no-campaign
2022-12-14,epsilon,27,0,0.0,0.00123,3320.03,no,no-campaign
2022-12-15,alpha,99,2,868.56,0.004074,434.28,no,no-campaign
2022-12-15,beta,463,7,673.82,0.019447,96.26,no,no-campaign
2022-12-15,gamma,34,0,0.0,0.001911,1461.57,no,no-campaign
2022-12-15,delta,600,8,298.94,0.029174,37.37,no,no-campaign
2022-12-15,epsilon,16,0,0.0,0.001324,3018.4,no,no-campaign
2022-12-16,alpha,125,1,367.54,0.00597,367.54,no,no-campaign
2022-12-16,beta,583,19,2170.97,0.020016,114.26,no,no-campaign
2022-12-16,gamma,32,0,0.0,0.001976,1073.36,no,no-campaign
2022-12-16,delta,658,16,588.24,0.026424,36.76,no,no-campaign
2022-12-16,epsilon,30,0,0.0,0.001224,3135.82,no,no-campaign
2022-12-17,alpha,122,0,0.0,0.00428,377.43,no,no-campaign
2022-12-17,beta,482,11,890.82,0.022494,80.98,no,no-campaign
2022-12-17,gamma,37,0,0.0,0.001907,1048.69,no,no-campaign
2022-12-17,delta,328,14,543.05,0.028789,38.79,no,no-campaign
2022-12-17,epsilon,18,0,0.0,0.00153,3470.51,no,no-campaign
2022-12-18,alpha,90,0,0.0,0.005038,409.7,no,no-campaign
2022-12-18,beta,504,9,882.41,0.017358,98.05,no,no-campaign
2022-12-18,gamma,26,0,0.0,0.001983,963.95,no,no-campaign
2022-12-18,delta,418,21,744.6,0.032893,35.46,no,no-campaign
2022-12-18,epsilon,20,0,0.0,0.001246,3218.99,no,no-campaign
2022-12-19,alpha,185,2,752.04,0.005546,376.02,no,no-campaign
2022-12-19,beta,676,8,679.44,0.019151,84.93,no,no-campaign
2022-12-19,gamma,34,0,0.0,0.00224,1172.22,no,no-campaign
2022-12-19,delta,534,26,790.45,0.035957,30.4,no,no-campaign
2022-12-19,epsilon,21,0,0.0,0.001154,3491.59,no,no-campaign
2022-12-20,alpha,169,0,0.0,0.004709,446.07,no,no-campaign
2022-12-20,beta,495,10,890.46,0.022482,89.05,no,no-campaign
2022-12-20,gamma,36,0,0.0,0.001961,1181.54,no,no-campaign
2022-12-20,delta,565,21,707.37,0.030492,33.68,no,no-campaign
2022-12-20,epsilon,19,0,0.0,0.001241,2965.0,no,no-campaign
2022-12-21,alpha,226,1,416.05,0.005709,416.05,no,no-campaign
2022-12-21,beta,656,11,1053.29,0.017834,95.75,no,no-campaign
2022-12-21,gamma,34,0,0.0,0.002407,979.13,no,no-campaign
2022-12-21,delta,397,13,472.91,0.036957,36.38,no,no-campaign
2022-12-21,epsilon,24,0,0.0,0.001163,3114.12,no,no-campaign
2022-12-22,alpha,141,0,0.0,0.005556,365.5,no,no-campaign
2022-12-22,beta,597,17,1468.38,0.01867,86.38,no,no-campaign
2022-12-22,gamma,39,0,0.0,0.001779,1115.98,no,no-campaign
2022-12-22,delta,421,14,546.33,0.026679,39.02,no,no-campaign
2022-12-22,epsilon,26,0,0.0,0.001098,2684.82,no,no-campaign
2022-12-23,alpha,99,0,0.0,0.005521,488.7,no,no-campaign
2022-12-23,beta,611,7,648.77,0.017949,92.68,no,no-campaign
2022-12-23,gamma,35,0,0.0,0.001687,1122.18,no,no-campaign
2022-12-23,delta,417,7,248.93,0.02871,35.56,no,no-campaign
